name,latitude,longitude,address,cuisine,opening_time,closing_time
My Preference Cantonese Cuisine,3.0717538,101.7428116,,,,
Restoran One Yulek,3.0736171,101.7430507,,,,
Restoran Melur Thai,3.0633851,101.7440637,Jalan Damai Raya 4,malaysian,11:00,23:00
Marhabah,3.0547514,101.7437116,,malaysian;indian;moroccan;asian,,
69 kedai mak,3.1141707,101.7232984,Jalan Sekilau,malaysian,07:00,16:00
Xiong Er Xiang Cai Guan,3.0814588,101.7343536,,chinese,,
HGL Luo Si Fen,3.0808314,101.7331727,,,,
Chapati Recipes,3.0808309,101.7332918,,indian,,
Bidor Station,3.0542583,101.7508922,,,,
Poppo Kanteen,3.0894754,101.7427989,,local,,
Anne Elizabeth The Deli,3.0886082,101.743648,1 Jalan Manis 4,deli;barbecue;hotdog;steak_house;sausage;grill,12:00,23:00
Restoran Nasi Kandar Ali Maju,3.1115444,101.7299179,17 Jalan 2/90,,,
Restoran Dhurbar,3.1026929,101.7331783,,asian;indian,,
Sakura Sushi,3.1024889,101.7324086,Jalan Midah 3,japanese,,
Tosaya,3.1029796,101.7330037,12 Jalan Midah 1,japanese,,
Ye Tian Klang Bak Kut Teh,3.0822871,101.7351111,,,,
Pizza Hut,3.0822853,101.73517,,pizza,,
Restoran Al-Amal,3.0902022,101.7258636,,asian,,
Restoran 21,3.1017975,101.7333379,,,,
RP Food Corner,3.0533085,101.7387265,,asian;indian;mamak,,
Restaurant Tai Kee,3.0529037,101.7367304,,coffee_shop,,
Phi Phi Tomyam,3.0626371,101.7440775,,,,
Mazlina Maju,3.0636878,101.7436523,,,,
PappaRich,3.074129,101.7369925,,malaysian,,
Kedai Kuning,3.0518588,101.7463369,,,,
Ariff Bistro,3.0517234,101.7463216,,,,
Q Bistro Nasi Kandar,3.0989687,101.7125744,,,,
Restoran Jiulixiang,3.1186061,101.7312949,,chinese,,
Restoran Top Star,3.0822644,101.7361275,,chinese,,
Dilly Deli,3.0822927,101.7349289,,deli,,
Zuukamee Pork Noodle House,3.0823017,101.7346336,,,,
Kedai Kopi dan Makan Seong Kee,3.0814167,101.7370525,,chinese,,
Super Kitchen Chilli Pan Mee,3.0814157,101.737233,,noodle,,
Moodcomee Kitchen,3.0963226,101.7451782,Block F-6-279  Segar Apartment Jalan 1A Taman Segar,chinese;thai;taiwanese;vietnamese,10:00,21:00
Pizza Hut,3.0613907,101.7107606,,pizza,,
Padi House Lake Fields,3.0597756,101.7107288,,,08:00,21:30
Abah & Sons Co.,3.0599429,101.7104111,,malay,,
The Soru Station,3.0602259,101.710123,,,,
Restoran Phuket Seafood,3.0633234,101.7101468,,,,
Best Town Cafe,3.1112466,101.7300126,,,,
Dai Ka Hou Kopitiam,3.1140614,101.7222535,,chinese,,
Hakata Izakaya,3.0904154,101.7399931,,,,
Kyochon,3.0908313,101.7398842,,,,
Restoran Steamboat Le Tien,3.0922649,101.7406197,,,,
Klang J.X. Bak Kut Teh,3.0913257,101.7397081,34 Jalan Mutiara Raya,,,
Baan Rao,3.0759183,101.7454658,,,,
Rafeena Curry House,3.0779532,101.7446659,,,,
Hei Hei Kopitiam,3.0541918,101.7370945,,malaysian,,
BM Yam Rice,3.0539492,101.7371289,,asian;malaysian,,
Foodle Alam Damai,3.0674368,101.7428079,120 Jalan Damai Raya 2,,10:00,22:00
12 Mixed Rice,3.1009336,101.7413364,,,,
Restoran Soon Tuck,3.1016768,101.7407381,,,,
Hui Lu,3.1009785,101.7405385,,,,
Mr Duck Teowchew Braised,3.0946086,101.7397603,2,,,
Nam Chau Kopitiam,3.0947885,101.7396975,5,,,
Sik Thong Ba,3.094849,101.7396805,6,,,
FuBoLe Hotpot,3.0952737,101.7395473,13,,,
Sushi Mentai,3.0895066,101.7422645,,sushi,,
Hong Kong Xin Rong Kee,3.076527,101.7420918,,,,
Restoran Aman Bistro,3.0770341,101.7425657,,mamak,,
36 Siam Thai Cuisine,3.0768652,101.7418988,,thai,,
On Fire Restaurant,3.077251,101.7425024,,,,
Malaya Hainan Kafeidian,3.0773856,101.7417469,,,08:30,22:30
Durian Segar Corner,3.0865005,101.742738,,durian,,
Haidilao Hot Pot,3.0860964,101.7427209,,chinese;hot_pot,,
Pin Yuen Noodle House,3.0771371,101.7418229,,noodle,09:00,21:00
Master Lee Hot Pot,3.076678,101.7426017,,chinese;hot_pot,,
Ayam Getok Mantul,3.0760737,101.7432334,,chicken,,
Kuali Bonda,3.0785037,101.7423887,,,,
GotTo Eat,3.0784881,101.7422984,,,,
Restoran PB Mamak Bistro,3.0784586,101.742124,,,,
Restoran Sri Tanjung,3.0784198,101.7419466,,,,
Thai Girl Mookata,3.0785338,101.7424694,,,,
Restoran Kou Tian,3.1018948,101.7416429,,,,
Kui Lum Noodle House,3.1018374,101.7416275,,,,
Jujube Vegetarian House,3.1017174,101.7415895,,,,
Kedai Kopi H.H. Fook,3.1020825,101.7416697,,,,
Hojia Noodles,3.1020168,101.7416645,,,,
Restoran Yankee Noodle House,3.1014763,101.7419483,,,,
Restoran Bahao,3.0994151,101.7416826,,,,
Restoran Yulek,3.0997921,101.7414266,,,,
Taiwanese House,3.0995831,101.7413259,,taiwanese,11:30,21:00
Uncle Long,3.0995576,101.7414404,,,,
Restoran Hau Kee Seafood,3.0996656,101.7411298,,,,
Hee Tong,3.1000666,101.7411625,,,,
Hai Kah Lang,3.1006724,101.7413094,,seafood,,
Restoran San Yulik,3.1003698,101.7412234,,,,
Soon Huat Bak Kut Teh,3.1001883,101.7411793,,,,
Restoran Kaskas,3.0998827,101.7414196,,,,
Kedai Kopi Say Hoi,3.1010419,101.7420508,,,,
Chan Hainam Kopitiam,3.1003623,101.7421176,,,,
Missokimissok,3.1003367,101.7418454,,,,
Ping Hua Kopitiam,3.0994889,101.7416865,,,06:00,15:00
Restoran Hwa Yan Kai,3.1001323,101.74209,,,,
Restoran Tai Kee,3.1015334,101.7433157,,,,
Wah Kiow (Peel Road) Hakka Yong Tou Foo,3.1015355,101.7422156,,,,
Jiu Ding Ji's Roaster & Coffee Maker,3.101637,101.7426845,,,07:30,17:00
Yeng Kee Noodle House,3.1016613,101.7428151,,,,
Restoran Huat Kee Fish Ball Mee,3.1020882,101.7401499,,,,
Almafi Bistro,3.0986412,101.73875,,,,
Kopi Street,3.0985752,101.7387823,,,,
Restoran Hoo Yee,3.0970611,101.739125,,,,
YXX BBQ Buffet Steamboat,3.0983706,101.7391598,,,,
Restoran Samy's Corner,3.0992418,101.7399329,,,,
Restoran 2008 Snow Beer,3.0992403,101.7397854,,,,
Restoran 2008 Snow Beer,3.0996019,101.7397763,,,,
Restoran Aloy Thai Seafood,3.0990489,101.7396865,,thai,,
Restoran 288 Ulek,3.0985019,101.7392176,,,,
JJ Love,3.0986087,101.739303,,,,
Master Keong Restaurant,3.0987292,101.7394004,,,,
Sufi Station,3.0989818,101.7398285,,,,
A1 Bak Kut Teh,3.098852,101.7397335,,,,
GS Al Maju Bistro,3.0997642,101.7399046,,,,
LK Soup House,3.0998868,101.7394422,,,,
M Lounge,3.0999514,101.7394956,,,,
Xin Xian Hot Pot,3.0999883,101.7395541,,,,
Restoran Pattaya Thai Seafood (Snow Beer),3.0998107,101.7393282,,thai,,
Rising Oriental Seafoood,3.0996698,101.7391718,,,,
Restoran Jaja Seafood,3.0997169,101.7392231,,,,
CBC Restaurant,3.0992821,101.7387209,,,,
Kopitiam 7,3.0990301,101.7388433,,,,
Channel,3.0988883,101.738916,,,,
D'Oro Wine & Dine,3.098673,101.7390331,,,,
East 1,3.0993022,101.7391593,,,,
Shen Kee Bak Kut Teh,3.0992258,101.7391926,,,,
Yakitori Haki,3.1010312,101.7400064,,japanese,,
Thai Chef Restaurant,3.1008528,101.7398212,,thai,,
Da Dong Bei,3.1000724,101.7390595,,,,
Mee Tarik Sedap Lan Zhou,3.0770873,101.7422222,,,,
Connaught Chinese Cuisine,3.0768598,101.7419712,,chinese,,
Nasi Kandar BRJ,3.076494,101.7371472,,,,
Five Thousand Years,3.1012951,101.7358483,,,,
Spicy Temptation Restaurant,3.0808394,101.7319382,47 Jalan Menara Gading 1,chinese;malaysian,10:00,22:00
Qalam Bistro,3.0808397,101.7318591,49 Jalan Menara Gading 1,,,
Restoran Hwa Yan Kai,3.1132554,101.7555025,,,,
Restoran Yulek Wan Tan Mee,3.1021135,101.7432536,,,,
Restoran Dim Sum,3.1021787,101.7432518,,dim_sum,,
Yi Yi Fatt Restaurant,3.103466,101.7503706,,,,
Kedai Makanan dan Minuman U-Yi Baru,3.1048278,101.7504558,,,,
Medan Selera Ketumbar Hill Food Court,3.1046156,101.7500709,,,,
Restoran Mother Recipe,3.1047477,101.7502812,,,,
My Red Chili Restaurant,3.0790735,101.7182292,,,,
Dapur Bangkok,3.1063962,101.7464887,,,,
Restoran Mamu Corner,3.1061215,101.746261,,,,
spag.,3.1020511,101.7425236,,,,
Mu-Kra-Tha BBQ,3.1017926,101.742178,,thai,,
Ah Sang Teochew Restaurant,3.1016654,101.7433014,,,,
Good Luck Kopitiam,3.1011729,101.7430819,,,,
Cocopocha,3.1007555,101.7427,,korean;barbecue,,
Restoran Cosy Corner,3.1012482,101.7436434,,,,
Yulek Yong Tau Foo,3.1013384,101.7435671,,,,
Yean Seafood Noodle,3.1001512,101.7421613,,,,
Amigo Bak Kut Teh,3.100305,101.7428135,,,,
Palace Rice Vermicelli,3.1002157,101.7424228,,,,
Hilltop Seafood Kitchen,3.1099668,101.7392559,,,,
Blue Zone Cafe,3.1116983,101.739424,,,,
Restoran Lubiantan ABC,3.1018981,101.7428572,115&116,,,
Al-Qawiy,3.1122873,101.7159634,,,,
Restoran Lala King Hong Bak / Klang Bak Kut Teh,3.0998752,101.7417502,,,,
Ayam Penyet Best Station,3.1013754,101.7411983,,,10:00,22:00
EXA DAMAI Kopitiam 一家大米 (Damai Perdana),3.0543377,101.7382989,30 Jalan Damai Perdana 1/6E,chinese;asian;coffee_shop,09:30,21:30
WEEEE by Welemon,3.0774317,101.7424414,,dessert,,
New Fook Kee Restaurant,3.1060681,101.7473408,,,,
Krua Thai Moo-ka-ta,3.0808363,101.7325547,27 Jalan Menara Gading 1,thai,11:30,18:00
Salt & Fire,3.0983469,101.7443806,,japanese,,
Anne Lourdes,3.0983073,101.7440183,,european;deli,,
Ori di Atlas,3.0983145,101.7440827,,,,
Restoran Mr. Canton Shunde Cuisine,3.0982387,101.7434279,,cantonese,,
龙门星店正宗海南鸡饭,3.0982092,101.7433179,,,,
Restoran Teoh Heng Kee,3.0878723,101.7379912,,,,
Warung Babi Guling Jenny,3.08787,101.7380358,,,,
Green Lane Noodles,3.0878955,101.7375141,,,,
Taste Good Gourmet,3.0879131,101.737215,,taiwanese;japanese,,
Restoran Lim Kee Pan Mee,3.0879176,101.7370452,,,,
Chaos House,3.0879359,101.7366234,,,,
Restoran 1299 DST Pan Mee,3.0877344,101.7366452,,,,
1188 Curry Fish Head and Steam Fish Restaurant,3.0879377,101.7365638,,,,
Cheras Lai Foong Beef Noodle Shop,3.08794,101.7365031,,,,
Hakka Village,3.08794,101.7364429,,,,
Restoran Shun Shun,3.0879435,101.7363833,,,,
Restoran All 2 Eat,3.0879892,101.7356876,,,,
Eng Nam Heng Kopitiam,3.0882931,101.7356737,,,,
Rong Kee & Sons Fishball,3.0886802,101.7356649,,,,
Lan Je Kitchen,3.0888463,101.7356562,,,,
Eons Mamak,3.0889033,101.7356564,,,,
Restoran Taima Food Centre,3.0889439,101.7354356,,,,
WYM Kitchen,3.1012944,101.7419403,,,,
Home Style Fish Cafe,3.1013436,101.7422177,,,,
Teahaus,3.1017313,101.7432956,,,,
Restoran Choong Huat,3.1003626,101.7435605,,,,
Restoran Nasi Kandar MS Maju,3.1127626,101.7295584,,,,
Tastify,3.0999888,101.7333477,,dim_sum,,
Restoran Millenium Curry House (M) Sdn Bhd,3.1167779,101.7454248,,,,
Warung Abe Long Sri Klate,3.1069736,101.7495064,,,,
Restoran Sekinchan Fish Head,3.1059088,101.7455934,,,,
Kam Kitchen,3.1058117,101.7457983,,,,
Jiyo,3.1182665,101.7599419,,,,
肥婆云吞面,3.1182407,101.7597097,,,,
Restoran Phak Wah,3.1128462,101.7560932,,,,
Restoran Seven Eight Seven Eight PLT,3.1123795,101.7552104,,,,
Cekna Mee Celup,3.0637447,101.7116541,No.C16 & C18 Jalan Suasa 5,,12:00,23:00
Cekna Mee Celup,3.063572,101.7117506,No.C16 & C18 Jalan Suasa 5,thai;malaysian,12:30,11:00
Warakuya Japanese Cuisine,3.0903938,101.7423784,,japanese,,
Mi Viet,3.0879413,101.7429241,,vietnamese,,
S11 Mixed Rice,3.0884514,101.7433999,,,,
Ming Si Vegetarian Restaurant,3.0883882,101.7433385,,,,
Southern Kopi,3.0893535,101.7443232,,,,
Restoran Hong Sang,3.0902695,101.7436242,,,,
Restoran Yin He,3.0814085,101.7384939,,,,
Restoran Kai Sheng Bak Kut Teh,3.0814088,101.7384366,,,,
Restoran Gafun,3.0814106,101.7381325,,,,
Yo Me Plus,3.0814139,101.7375384,,taiwanese;japanese,,
Woh Kei Palace,3.0814228,101.7360426,,,,
Oh Yeah Kopitiam,3.0814232,101.7359819,,,,
Restoran Coffee & Tea,3.0814246,101.7355637,,,,
Day & Night Canteen,3.0814384,101.7350724,,,,
Wasabi Plus,3.0814419,101.7349488,,japanese,,
Chuan Yue De Cuisine,3.0815373,101.7312941,,chinese,,
Duo Rou Hot Pot BBQ Buffet,3.0908362,101.7413676,,,,
Romaliya,3.0905507,101.7415233,,italian,,
Bananabro,3.0908078,101.7413932,,,,
Bungkus Kaw Kaw,3.0908053,101.7424871,,,,
Esquire Kitchen,3.0910046,101.7426116,,,,
Go Noodle House,3.0907413,101.7413151,,,,
Hotpot Kitchen Express,3.0908289,101.7415463,,,,
Oiso,3.0906923,101.7420659,,korean,,
Old Nanyang Coffee,3.0907428,101.7424282,,,,
Penang Chendul,3.090883,101.7418576,,,,
Salad Atelier,3.0910234,101.7428848,,salad,,
Simple Life Healthy Vegetarian Restaurant,3.0908334,101.7426083,,,,
Sushi Boy,3.0910753,101.7428148,,sushi,,
Sushihan,3.0910266,101.7430653,,sushi;japanese,,
Tsuen Wan Restaurant,3.0908805,101.7431872,,,,
U-Village Hong Kong Restaurant,3.0906483,101.7413285,,,,
Empire Sushi,3.090794,101.7418265,,sushi,,
Olis Mamak Bistro,3.1119409,101.7539709,,,,
Restoran Yi Kee,3.0823067,101.7339067,,,,
Restaurant Da Jia Cheng,3.0822955,101.7370963,,dim_sum,,
和记海南鸡饭,3.0822967,101.7372763,,,,
U One Wei Xiang Restaurant,3.0822976,101.7376331,,,,
Ah Tan Kitchen,3.0822964,101.7378108,,,,
Dai Be Steam Fish Head,3.0822953,101.7379891,,,,
Restoran One One Eight,3.0788845,101.7179011,,,,
Restoran Nasi Kandar SZ,3.0792246,101.7185146,,,,
觉喜缘素食坊,3.0798825,101.7196653,,,,
Long Chen Toast House,3.057955,101.7480335,"8 8, Jalan 34/154 Taman Bukit Anggerik, Batu 9, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",,,
Restoran Hakka Marble,3.0579704,101.748079,"10 10, Jalan 34/154, Taman Bukit Anggerik, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",,,
Long Chen Toast House,3.0579713,101.7479835,"8 8, Jalan 34/154 Taman Bukit Anggerik, Batu 9, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",,,
Yummylicious Kitchenette,3.1012788,101.741824,,,,
Restoran Shawarma,3.0806002,101.7331753,,middle_eastern,,
Kungfu Ramen,3.0808318,101.733053,,,,
Restoran Kashif,3.0808323,101.732934,,pakistani,,
Restoran Ming Jie,3.0808325,101.7328741,,,,
Luckin Kitchen,3.0808327,101.7328153,,,,
Ming Yang Kopitiam,3.080833,101.7327418,,,,
Xin Soon De Food Stall,3.0806018,101.7330566,,,,
Restoran Ming Yang Kopitiam,3.0806061,101.7327439,,,,
麻辣食代,3.0808367,101.7324849,,,,
Restoran Fook Xing,3.0808379,101.7322412,,,,
STS 3 Noodles,3.0808382,101.7321811,,,,
Gading Nasi Kandar,3.0808385,101.7321199,,,,
Xiang Mimi Mini Bowl,3.0808391,101.7319977,,,,
Mee Tarik Shepherd,3.0805993,101.7324469,,,,
Bep Viet,3.080602,101.7321892,,vietnamese,,
AZA Seafood,3.1084228,101.7393367,,,,
Restoran Ros Sari,3.0550748,101.7590529,,,,
Nana Satay Kajang,3.0558288,101.7572555,,,,
Shawarma Time Kitchen,3.0553352,101.7588499,,,,
Mama Medan,3.0595055,101.7579199,,asian;indonesian;malaysian,11:00,23:00
Warong Asmah,3.0550503,101.7584394,,asian;malaysian,,
O'Canton Dim Sum,3.0623836,101.7581537,,chinese,,
Ah Hia Thai Streets Food,3.0623864,101.757943,,thai,17:00,22:00
Restaurant TST,3.062393,101.7578036,,chinese,11:00,14:30
Restoran SZ Food Corner,3.0626553,101.7587421,,indian,08:00,24:00
New Prosperous Star Restaurant,3.0626635,101.7582851,,chinese,,
Man Xiang Cheng Restaurant,3.0626488,101.7579384,,chinese,11:30,21:30
1 Liu Kopitiam,3.062639,101.757833,,chinese,07:00,17:30
O'Canton Dim Sum,3.0623836,101.7581537,,chinese,,
Ah Hia Thai Streets Food,3.0623864,101.757943,,thai,17:00,22:00
Restaurant TST,3.062393,101.7578036,,chinese,11:00,14:30
Restoran SZ Food Corner,3.0626553,101.7587421,,indian,08:00,24:00
New Prosperous Star Restaurant,3.0626635,101.7582851,,chinese,,
Man Xiang Cheng Restaurant,3.0626488,101.7579384,,chinese,11:30,21:30
1 Liu Kopitiam,3.062639,101.757833,,chinese,07:00,17:30
Planet Nasi Kukus,3.0836905,101.7105842,Jalan 2/125,malaysian,11:00,22:00
Nasi Lemak Tepi Jalan 1996,3.0835783,101.7119476,Jalan 2/125,malaysian,,
Jogja Ayam Gepuk Sungai Besi,3.0599185,101.7104235,Jalan Tasik Utama 7,malaysian,11:00,22:00
Ayam Gepuk Top Globl Bandar Sri Permaisuri,3.101676,101.7126212,,,,
Q House,3.101224,101.7361449,,,,
Thai-Geng Mookata,3.1010881,101.7363087,,thai,,
Hey Yi Dessert,3.100937,101.7364908,,dessert,,
The Sweeds,3.1007075,101.7367889,,western,,
Restoran Tian Xin,3.1005013,101.7370299,,,,
Dai Ka Hou Coffee,3.0895522,101.7353482,,,,
Jin Man,3.0903421,101.7353377,,,,
Lok The Moon,3.0905844,101.7353105,,,,
Hua Nam Kopitiam,3.0907905,101.7346092,,,,
Quack Dessert,3.1020452,101.7424575,,dessert,,
Fortune Chicken Rice,3.1018548,101.7432811,,,,
Yuen Kee Ipoh Steam Fish,3.1015961,101.7431832,,,,
Nasi Ayam Weng Onn,3.1019981,101.7431153,,,,
Liu Kopitiam,3.1023503,101.7332936,,,,
Yew Kee Claypot Bak Kut Teh,3.1019966,101.7330293,,,,
Pork Organs Pepper Soup,3.1025402,101.7332998,,,,
Tian Xiang Chicken Rice,3.101801,101.7327926,,,,
Ah Loong Restaurant,3.1008844,101.7323544,,,,
Loke Yew Road Fish Ball Noodle,3.1006386,101.7323501,,,,
Restoran Hao Yun,3.1004915,101.7325914,,,,
Restoran TTQ,3.1004042,101.7327346,,,,
Kedai Kopi Soon Fatt,3.1007032,101.7327497,,,,
B&B Home Signatures,3.1002282,101.7330092,,,,
Kopitiam New Yulek,3.099291,101.7416616,,,,
Red House 2,3.1049507,101.7396797,2 Jalan Lanchang,,,
Crab Generation,3.0742435,101.7443407,,,,
Sham Baba Nasi Ayam Melaka,3.0742554,101.7445695,,,,
L&S Food Corner,3.0742894,101.7452208,,,,
Neo Steamboat,3.2035127,101.7365065,,chinese,,
Kak Eita Steamboat,3.2035773,101.7365607,,malaysian,,
Pizza Hut,3.1973965,101.7439911,Lot PT 6878 Jalan 8/27,pizza,,
Pizza San Francisco,3.1995602,101.7459219,,,,
Canadian Pizza 2-for-1 Wangsa Maju,3.196799,101.7416491,,,,
Temerloh Catering,3.1979819,101.7426463,Jalan Wangsa Delima 12,malaysian,,
4HappySeasons Restaurant,3.1980551,101.7443018,,,,
HCN,3.2092736,101.75108,,chinese,,
Tiam Fatt,3.2092843,101.7514609,,chinese,,
Sam Thor,3.2091849,101.7513933,,chinese,,
Thurkah,3.2088264,101.7509299,,indian,,
Heng Kee,3.2096539,101.7505972,,chinese,,
New Heong Kee Beggars Chicken,3.2011319,101.7611227,,chinese,,
New Soon Ly,3.1911676,101.727838,,,,
Wing Lung,3.1911805,101.7281811,,chinese,,
Ayam Bing,3.1956394,101.7326362,,chinese,,
Ooi Soon,3.195602,101.7326979,,chinese,,
Little Wok Kitchen,3.2053855,101.7197142,Jalan Taman Ibu Kota,chinese,,
Ah Chay,3.2092599,101.7198316,,chinese,,
Restoran Curry Prata,3.2219075,101.7407296,Jalan E1,,,
Restoran Choice,3.2221148,101.7410251,Jalan E1,,,
NZ Curry House,3.1979644,101.7442939,Jalan Wangsa Delima,,,
TGI Fridays,3.1985543,101.7411658,,american,11:00,23:00
Salam Noodles,3.1981099,101.7422014,,chinese,,
The Manhattan Fish Market,3.1985316,101.7423377,,seafood,11:00,22:00
Octopus Sushi & Thai,3.1982625,101.7412509,,japanese;thai,,
NZ Curry House,3.1971277,101.7415263,Jalan Wangsa Delima 11,mamak,,
Patatimo,3.1969108,101.7411309,Jalan Wangsa Delima 10,malaysian,,
Mee Udang Mak Jah Kuala Sepetang,3.1969565,101.7406303,Jalan Wangsa Delima 10,malaysian,,
Plus Plus Setapak Restaurant,3.2050732,101.7359802,Jalan Metro Wangsa,chinese,,
Restoran Barakath Noor,3.2049305,101.7361492,,mamak,,
Pizza Hut,3.204745,101.736339,Jalan Metro Wangsa,pizza,,
Mali's Corner,3.2070895,101.7192089,,,,
Alfa Maju Curry House,3.2056621,101.7194281,,,,
Flaming Steamboat Buffet,3.205847,101.719329,,,,
Mr Dakgalbi,3.1998676,101.7167392,,,,
Six Inch,3.2000546,101.7169936,,,,
Cloves Dining,3.2004713,101.7174988,,,,
Pat Kin Pat Sun,3.2007395,101.7178519,,chinese,,
Restoran Qudrat,3.2113487,101.7493774,,,,
Dulang Emas Cafe,3.2119358,101.7511726,,,,
Restoran Nasi Kandar Deen,3.20962,101.7521976,,,,
Kedai Ayamas,3.2095614,101.7494555,,,,
Nasi Kandar Aakif Maju,3.2113953,101.7463371,,,,
Sixty9 Islamic Steakhouse,3.2120278,101.7495032,,,,
Nasi Lemak Ajis,3.2134061,101.7549681,,,,
Kafe Fatehah,3.2131679,101.7547825,,,,
Yum Yum Cafeteria,3.2161966,101.7277903,Jalan Malinja,chinese;indian;asian;ice_cream,09:00,17:00
Kungfu Ramen,3.2092753,101.7521351,12 Jalan Bandar 2,asian;chinese;noodles;mee_tarik,,
Loong Kitchen,3.1951168,101.7107698,,chinese,,
Pizza Hut,3.1965767,101.7139949,,pizza,,
Great Chawarma,3.199812,101.7162413,,,,
Restoran Nasi Kandar Beratur 786,3.2104957,101.7465194,Lorong Selangor,,,
Pizza Hut,3.2078637,101.7509158,,pizza,,
Restoran Haji Tapah,3.2077647,101.7504663,,,,
Syed Maju,3.2065411,101.752003,,coffee_shop;malaysian,,
Pops Eatery,3.1989464,101.743994,Jalan Wangsa Delima 1A,pasta,09:00,22:30
Restoran Mohd Chan,3.2091098,101.7504824,,,,
Restoran Sari Ratu,3.2089839,101.7504589,,,,
Satay Yunus,3.2115548,101.7504446,,,,
Hezhou Restaurant,3.2051699,101.7212509,,chinese,,
Restoran Nasi Kandar Deen,3.2134222,101.7123635,,mamak,,
Leng Leng Pork Noodles,3.1988292,101.729296,,chinese,,
Restoran Ali Maju,3.1982947,101.7277993,,malaysian,,
Rumah Makan Patin Pasu,3.2112539,101.7514535,,asian;malaysian,,
Nando's,3.2035327,101.7209058,,chicken;portuguese,,
Restoran Weng Heng,3.1968788,101.7280218,,chinese,,
Canton Kitchen,3.1987999,101.7282075,,chinese,,
Restoran Ipoh Road Hakka Yong Tau Fu,3.1994757,101.7180926,,chinese,,
Restoran Ah Wong Kopitiam,3.2002631,101.7191701,,chinese,,
Kedai Makanan Sky,3.1972337,101.7121487,,chinese,,
Kedai Makanan UCO,3.1975005,101.7120086,,chinese,,
Restoran Wan Yee,3.1977012,101.7118763,,chinese,,
Restoran 1212,3.1981103,101.7119665,,chinese,,
Restoran Long Fatt,3.1952782,101.7126576,,chinese,,
Restoran Arafa Bistro,3.2009396,101.7101986,,,,
Shun Moon Restaurant,3.2007931,101.7100637,,chinese,,
Fakin Seefood,3.2249503,101.7253289,,,,
US Pizza,3.2061407,101.7198591,,pizza,,
Porpelro,3.1962226,101.7276753,,american,,
Jom Bento,3.194685,101.7320755,Lot2-G-43F Jalan 34/26,asian,08:30,20:00
DIYU Steamboat & BBQ-The Sixteen,3.2028885,101.7186975,,,18:00,02:00
I Love Yoo!,3.1980002,101.7420328,"Lot  G-70, Wangsa Walk Mall Jalan Wangsa Perdana 1",chinese;dessert;pastries,10:00,22:00
BananaBro,3.1983047,101.7409874,"G-05, Wangsa Walk Mall Jalan Wangsa Perdana 1",malaysian,10:00,21:00
Restoran Wang Chuang,3.2055042,101.7332889,,chinese,,
Jibby East,3.2262802,101.728729,,western,12:00,22:00
Nasi Kandar Royale Afra,3.201732,101.7178703,,,,
Al-Fariz Maju,3.2010857,101.7176703,,,,
Restoran Amins,3.1804142,101.7439393,,,,
The Brew House,3.2015779,101.7189767,,,,
Mr Wu,3.1986541,101.7152764,,,,
Al-Awwal Maju,3.1980233,101.7287605,,,,
Kafe RCC,3.1977625,101.7286007,,,,
Wallace,3.1980122,101.7118107,,,,
Laochengjie Food,3.1974715,101.7126431,,,,
AllAce,3.2052491,101.7330341,,burger;chicken,,
RDS Restaurant Sdn. Bhd.,3.2051583,101.7329348,,,,
Mee Tarik Muslim,3.205194,101.7329706,,,,
Dáo Desserts Soymilk & Beancurd,3.2054357,101.7332262,,dessert,,
De Mookatha Thai BBQ,3.205382,101.7327119,,hotpot;thai,,
Thai In Mookata,3.2057346,101.7335223,,thai;hotpot,,
Sedap Sedap Manisan,3.205961,101.7332894,,,,
Restoran 10 Mixed Rice,3.2058587,101.7331797,,,,
Q Bistro,3.2227262,101.731306,,,,
Q Bistro,3.2106079,101.7518599,,,,
Sate Kajang,3.2243405,101.7295805,,burger;malaysian,,
Pathoni Tomyam Seafood,3.1813115,101.748453,,,,
Songkhla Tomyam & Western,3.183452,101.7487979,,,,
NikkyJai,3.2116231,101.7515628,,,,
Face To Face Noodle House | 面对面,3.1951919,101.7112705,,chinese,10:00,22:00
Restoran 七星經濟飯（Seven Star Economy Rice),3.1954908,101.7113383,,chinese,10:00,21:00
Restoran Noodle Time,3.0839604,101.6822613,,chinese,,
Happy Sabah Pork Noodle,3.0833246,101.6807499,,,,
Yasin Curry House,3.0874794,101.6636043,77,mamak,,
Shin Zushi,3.0599695,101.6731296,,sushi,,
Wukong,3.088742,101.6743697,,,,
Nando's,3.084672,101.6729549,,chicken;portuguese,,
Ibrahim Maju,3.0687294,101.7055075,,,,
Ipoh Chicken Rice,3.0719847,101.6822101,,,,
Restoran Choy Kei,3.0764816,101.6790236,,chinese,,
Sun Sun Vegetarian,3.0823538,101.6719091,,,,
Al Madina,3.0610385,101.6766262,,,,
Milion Dolar,3.0631376,101.6941928,,,,
Fayz Meetarik X Mala Hot Pot,3.0772103,101.6634596,,,,
Warung Satay Mak Long,3.0769183,101.6622384,,,,
Friendship Cafe,3.0612299,101.6761057,,,,
Kwong Chow,3.0744105,101.6721948,,chinese,,
Double Nine,3.0741962,101.6723691,,chinese,,
New Sun Ho,3.0744292,101.6730343,,chinese,,
OUG Lucky,3.0743917,101.6720982,,chinese,,
